draft_model,prefill,budget,acceptance_rate,avg_accepted_tokens
1.1b,2000,-1.0,0.39935064935064934,1.5974025974025974
7b,2000,0.1,0.4889705882352941,1.9558823529411764
1.1b,2000,-1.0,0.4889705882352941,1.9558823529411764
7b,2000,0.1,0.4025974025974026,1.6103896103896105
1.1b,2000,-1.0,0.36728395061728397,1.4691358024691359
1.1b,2000,-1.0,0.39556962025316456,1.5822784810126582
7b,2000,0.1,0.34411764705882353,1.3764705882352941
1.1b,2000,-1.0,0.36890243902439024,1.475609756097561
7b,2000,0.1,0.5192307692307693,2.076923076923077
1.1b,2000,-1.0,0.5515873015873016,2.2063492063492065
7b,2000,0.1,0.4642857142857143,1.8571428571428572
1.1b,2000,-1.0,0.42,1.68
7b,2000,0.1,0.40789473684210525,1.631578947368421
1.1b,2000,-1.0,0.3765432098765432,1.5061728395061729
7b,2000,0.1,0.8920454545454546,3.5681818181818183
1.1b,2000,-1.0,0.36728395061728397,1.4691358024691359
1.1b,2000,-1.0,0.3382352941176471,1.3529411764705883
7b,2000,0.1,0.3146067415730337,1.2584269662921348
1.1b,2000,-1.0,0.3313953488372093,1.3255813953488371
1.1b,2000,-1.0,0.42905405405405406,1.7162162162162162
7b,2000,0.1,0.12593984962406016,0.5037593984962406
7b,2000,0.1,0.23095238095238096,0.9238095238095239
7b,2000,0.1,0.3974358974358974,1.5897435897435896
7b,2000,0.1,0.4513888888888889,1.8055555555555556
7b,2000,0.1,0.4025974025974026,1.6103896103896105
7b,2000,0.1,0.34523809523809523,1.380952380952381
7b,2000,0.1,0.4889705882352941,1.9558823529411764
7b,2000,0.1,0.3313953488372093,1.3255813953488371
7b,2000,0.1,0.37962962962962965,1.5185185185185186
1.1b,3000,-1.0,0.32386363636363635,1.2954545454545454
7b,2000,0.1,0.6120689655172413,2.4482758620689653
1.1b,3000,-1.0,0.5269230769230769,2.1076923076923078
7b,2000,0.1,0.5,2.0
1.1b,3000,-1.0,0.35843373493975905,1.4337349397590362
1.1b,3000,-1.0,0.32386363636363635,1.2954545454545454
7b,2000,0.1,0.07679738562091504,0.30718954248366015
1.1b,3000,-1.0,0.34705882352941175,1.388235294117647
1.1b,3000,-1.0,0.34011627906976744,1.3604651162790697
7b,2000,0.1,0.2426470588235294,0.9705882352941176
1.1b,3000,-1.0,0.39935064935064934,1.5974025974025974
7b,2000,0.1,0.1810344827586207,0.7241379310344828
1.1b,3000,-1.0,0.296195652173913,1.184782608695652
1.1b,3000,-1.0,0.3411764705882353,1.3647058823529412
7b,2000,0.1,0.25,1.0
1.1b,3000,-1.0,0.24019607843137256,0.9607843137254902
7b,2000,0.1,0.31179775280898875,1.247191011235955
1.1b,3000,-1.0,0.3146067415730337,1.2584269662921348
7b,2000,0.1,0.4479166666666667,1.7916666666666667
1.1b,3000,-1.0,0.39556962025316456,1.5822784810126582
7b,2000,0.1,0.5390625,2.15625
1.1b,3000,-1.0,0.35240963855421686,1.4096385542168675
7b,2000,0.1,0.5113636363636364,2.0454545454545454
1.1b,3000,-1.0,0.32471264367816094,1.2988505747126438
7b,2000,0.1,0.25757575757575757,1.0303030303030303
1.1b,3000,-1.0,0.3021978021978022,1.2087912087912087
7b,2000,0.1,0.569672131147541,2.278688524590164
1.1b,3000,-1.0,0.35240963855421686,1.4096385542168675
7b,2000,0.1,0.19469026548672566,0.7787610619469026
1.1b,3000,-1.0,0.33045977011494254,1.3218390804597702
1.1b,3000,-1.0,0.4349315068493151,1.7397260273972603
7b,2000,0.1,0.27631578947368424,1.105263157894737
1.1b,3000,-1.0,0.39935064935064934,1.5974025974025974
7b,2000,0.1,0.32471264367816094,1.2988505747126438
1.1b,3000,-1.0,0.31179775280898875,1.247191011235955
7b,2000,0.1,0.42567567567567566,1.7027027027027026
1.1b,3000,-1.0,0.29945054945054944,1.1978021978021978
7b,2000,0.1,0.5151515151515151,2.0606060606060606
1.1b,3000,-1.0,0.4548611111111111,1.8194444444444444
1.1b,3000,-1.0,0.34523809523809523,1.380952380952381
7b,2000,0.1,0.0935374149659864,0.3741496598639456
1.1b,3000,-1.0,0.3974358974358974,1.5897435897435896
7b,2000,0.1,0.375,1.5
1.1b,3000,-1.0,0.49264705882352944,1.9705882352941178
1.1b,3000,-1.0,0.4025974025974026,1.6103896103896105
7b,2000,0.1,0.32471264367816094,1.2988505747126438
1.1b,3000,-1.0,0.3875,1.55
7b,2000,0.1,0.31179775280898875,1.247191011235955
1.1b,3000,-1.0,0.45774647887323944,1.8309859154929577
7b,2000,0.1,0.20681818181818182,0.8272727272727273
1.1b,3000,-1.0,0.34705882352941175,1.388235294117647
1.1b,3000,-1.0,0.35542168674698793,1.4216867469879517
7b,2000,0.1,0.16322314049586778,0.6528925619834711
1.1b,3000,-1.0,0.4452054794520548,1.7808219178082192
7b,2000,0.1,0.391025641025641,1.564102564102564
1.1b,3000,-1.0,0.3055555555555556,1.2222222222222223
7b,2000,0.1,0.39935064935064934,1.5974025974025974
1.1b,3000,-1.0,0.32471264367816094,1.2988505747126438
7b,2000,0.1,0.4166666666666667,1.6666666666666667
1.1b,3000,-1.0,0.3021978021978022,1.2087912087912087
7b,2000,0.1,0.40064102564102566,1.6025641025641026
1.1b,3000,-1.0,0.42105263157894735,1.6842105263157894
1.1b,3000,-1.0,0.3333333333333333,1.3333333333333333
7b,2000,0.1,0.18478260869565216,0.7391304347826086
1.1b,3000,-1.0,0.3275862068965517,1.3103448275862069
7b,2000,0.1,0.5075757575757576,2.0303030303030303
1.1b,3000,-1.0,0.4444444444444444,1.7777777777777777
7b,2000,0.1,0.3313953488372093,1.3255813953488371
1.1b,3000,-1.0,0.3614457831325301,1.4457831325301205
1.1b,3000,-1.0,0.5645161290322581,2.2580645161290325
7b,2000,0.1,0.20871559633027523,0.8348623853211009
1.1b,3000,-1.0,0.3313953488372093,1.3255813953488371
7b,2000,0.1,0.384375,1.5375
1.1b,3000,-1.0,0.35542168674698793,1.4216867469879517
7b,2000,0.1,0.3275862068965517,1.3103448275862069
1.1b,3000,-1.0,0.28157894736842104,1.1263157894736842
7b,2000,0.1,0.5307692307692308,2.123076923076923
1.1b,3000,-1.0,0.6851851851851852,2.740740740740741
1.1b,3000,-1.0,0.3210227272727273,1.2840909090909092
7b,2000,0.1,0.17372881355932204,0.6949152542372882
1.1b,3000,-1.0,0.3734567901234568,1.4938271604938271
7b,2000,0.1,0.1810344827586207,0.7241379310344828
1.1b,3000,-1.0,0.4090909090909091,1.6363636363636365
1.1b,3000,-1.0,0.4166666666666667,1.6666666666666667
7b,2000,0.1,0.19247787610619468,0.7699115044247787
1.1b,3000,-1.0,0.4746376811594203,1.8985507246376812
1.1b,3000,-1.0,0.3411764705882353,1.3647058823529412
7b,2000,0.1,0.09482758620689655,0.3793103448275862
1.1b,3000,-1.0,0.4166666666666667,1.6666666666666667
7b,2000,0.1,0.3597560975609756,1.4390243902439024
1.1b,3000,-1.0,0.36728395061728397,1.4691358024691359
1.1b,3000,-1.0,0.391025641025641,1.564102564102564
7b,2000,0.1,0.1375968992248062,0.5503875968992248
1.1b,3000,-1.0,0.7806122448979592,3.122448979591837
1.1b,3000,-1.0,0.5604838709677419,2.2419354838709675
7b,2000,0.1,0.12313432835820895,0.4925373134328358
1.1b,3000,-1.0,0.53515625,2.140625
7b,2000,0.1,0.4166666666666667,1.6666666666666667
1.1b,3000,-1.0,0.23333333333333334,0.9333333333333333
1.1b,3000,-1.0,0.3313953488372093,1.3255813953488371
7b,2000,0.1,0.19078947368421054,0.7631578947368421
1.1b,3000,-1.0,0.35542168674698793,1.4216867469879517
7b,2000,0.1,0.7450980392156863,2.980392156862745
1.1b,3000,-1.0,0.3021978021978022,1.2087912087912087
7b,2000,0.1,0.28763440860215056,1.1505376344086022
1.1b,3000,-1.0,0.34523809523809523,1.380952380952381
7b,2000,0.1,0.34523809523809523,1.380952380952381
1.1b,3000,-1.0,0.32670454545454547,1.3068181818181819
7b,2000,0.1,0.41776315789473684,1.6710526315789473
1.1b,3000,-1.0,0.32670454545454547,1.3068181818181819
7b,2000,0.1,0.29945054945054944,1.1978021978021978
1.1b,3000,-1.0,0.3411764705882353,1.3647058823529412
1.1b,3000,-1.0,0.3734567901234568,1.4938271604938271
7b,2000,0.1,0.29347826086956524,1.173913043478261
1.1b,3000,-1.0,0.34523809523809523,1.380952380952381
7b,2000,0.1,0.27631578947368424,1.105263157894737
1.1b,3000,-1.0,0.37037037037037035,1.4814814814814814
7b,2000,0.1,0.255050505050505,1.02020202020202
1.1b,3000,-1.0,0.42333333333333334,1.6933333333333334
7b,2000,0.1,0.4642857142857143,1.8571428571428572
1.1b,3000,-1.0,0.2789473684210526,1.1157894736842104
7b,2000,0.1,0.38924050632911394,1.5569620253164558
1.1b,3000,-1.0,0.3875,1.55
1.1b,3000,-1.0,0.4266666666666667,1.7066666666666668
7b,2000,0.1,0.18318965517241378,0.7327586206896551
1.1b,3000,-1.0,0.3382352941176471,1.3529411764705883
7b,2000,0.1,0.53125,2.125
1.1b,3000,-1.0,0.3597560975609756,1.4390243902439024
1.1b,3000,-1.0,0.35240963855421686,1.4096385542168675
7b,2000,0.1,0.1532258064516129,0.6129032258064516
1.1b,3000,-1.0,0.2708333333333333,1.0833333333333333
7b,2000,0.1,0.375,1.5
1.1b,3000,-1.0,0.4782608695652174,1.9130434782608696
7b,2000,0.1,0.27631578947368424,1.105263157894737
1.1b,3000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,3000,-1.0,0.33430232558139533,1.3372093023255813
1.1b,3000,-1.0,0.375,1.5
1.1b,3000,-1.0,0.3055555555555556,1.2222222222222223
1.1b,3000,-1.0,0.4548611111111111,1.8194444444444444
1.1b,3000,-1.0,0.3541666666666667,1.4166666666666667
1.1b,3000,-1.0,0.2627551020408163,1.0510204081632653
1.1b,3000,-1.0,0.3829113924050633,1.5316455696202531
1.1b,3000,-1.0,0.3614457831325301,1.4457831325301205
1.1b,3000,-1.0,0.2261904761904762,0.9047619047619048
1.1b,3000,-1.0,0.3597560975609756,1.4390243902439024
7b,3000,0.1,0.19247787610619468,0.7699115044247787
1.1b,3000,-1.0,0.45422535211267606,1.8169014084507042
1.1b,3000,-1.0,0.3181818181818182,1.2727272727272727
7b,3000,0.1,0.42567567567567566,1.7027027027027026
1.1b,3000,-1.0,0.5,2.0
7b,3000,0.1,0.32471264367816094,1.2988505747126438
1.1b,3000,-1.0,0.3765432098765432,1.5061728395061729
7b,3000,0.1,0.35240963855421686,1.4096385542168675
1.1b,3000,-1.0,0.41776315789473684,1.6710526315789473
1.1b,3000,-1.0,0.33430232558139533,1.3372093023255813
7b,3000,0.1,0.2872340425531915,1.148936170212766
1.1b,3000,-1.0,0.3138888888888889,1.2555555555555555
7b,3000,0.1,0.35,1.4
1.1b,3000,-1.0,0.28191489361702127,1.127659574468085
7b,3000,0.1,0.40789473684210525,1.631578947368421
1.1b,3000,-1.0,0.2898936170212766,1.1595744680851063
1.1b,3000,-1.0,0.4025974025974026,1.6103896103896105
7b,3000,0.1,0.35240963855421686,1.4096385542168675
1.1b,3000,-1.0,0.42,1.68
7b,3000,0.1,0.3313953488372093,1.3255813953488371
1.1b,3000,-1.0,0.33620689655172414,1.3448275862068966
7b,3000,0.1,0.3628048780487805,1.451219512195122
1.1b,3000,-1.0,0.27631578947368424,1.105263157894737
7b,3000,0.1,0.4025974025974026,1.6103896103896105
1.1b,3000,-1.0,0.29891304347826086,1.1956521739130435
7b,3000,0.1,0.569672131147541,2.278688524590164
1.1b,3000,-1.0,0.36728395061728397,1.4691358024691359
1.1b,3000,-1.0,0.31179775280898875,1.247191011235955
7b,3000,0.1,0.3275862068965517,1.3103448275862069
1.1b,3000,-1.0,0.35,1.4
7b,3000,0.1,0.20270270270270271,0.8108108108108109
1.1b,3000,-1.0,0.4444444444444444,1.7777777777777777
1.1b,3000,-1.0,0.5958333333333333,2.3833333333333333
7b,3000,0.1,0.5075757575757576,2.0303030303030303
1.1b,3000,-1.0,0.3181818181818182,1.2727272727272727
7b,3000,0.1,0.3942307692307692,1.5769230769230769
1.1b,3000,-1.0,0.5230769230769231,2.0923076923076924
7b,3000,0.1,0.3382352941176471,1.3529411764705883
1.1b,3000,-1.0,0.4417808219178082,1.7671232876712328
1.1b,3000,-1.0,0.4583333333333333,1.8333333333333333
7b,3000,0.1,0.46830985915492956,1.8732394366197183
1.1b,3000,-1.0,0.3021978021978022,1.2087912087912087
7b,3000,0.1,0.5192307692307693,2.076923076923077
1.1b,3000,-1.0,0.37037037037037035,1.4814814814814814
7b,3000,0.1,0.6759259259259259,2.7037037037037037
1.1b,3000,-1.0,0.34523809523809523,1.380952380952381
7b,3000,0.1,0.36728395061728397,1.4691358024691359
1.1b,3000,-1.0,0.41233766233766234,1.6493506493506493
7b,3000,0.1,0.38924050632911394,1.5569620253164558
1.1b,3000,-1.0,0.28125,1.125
1.1b,3000,-1.0,0.33045977011494254,1.3218390804597702
7b,3000,0.1,0.255050505050505,1.02020202020202
1.1b,3000,-1.0,0.35240963855421686,1.4096385542168675
7b,3000,0.1,0.39935064935064934,1.5974025974025974
1.1b,3000,-1.0,0.2708333333333333,1.0833333333333333
7b,3000,0.1,0.3313953488372093,1.3255813953488371
1.1b,3000,-1.0,0.42905405405405406,1.7162162162162162
1.1b,3000,-1.0,0.32670454545454547,1.3068181818181819
7b,3000,0.1,0.19866071428571427,0.7946428571428571
1.1b,3000,-1.0,0.34411764705882353,1.3764705882352941
1.1b,3000,-1.0,0.31179775280898875,1.247191011235955
7b,3000,0.1,0.17372881355932204,0.6949152542372882
7b,3000,0.1,0.5192307692307693,2.076923076923077
7b,3000,0.1,0.2845744680851064,1.1382978723404256
7b,3000,0.1,0.42905405405405406,1.7162162162162162
7b,3000,0.1,0.3016304347826087,1.2065217391304348
7b,3000,0.1,0.4479166666666667,1.7916666666666667
7b,3000,0.1,0.2708333333333333,1.0833333333333333
7b,3000,0.1,0.41776315789473684,1.6710526315789473
1.1b,4000,-1.0,0.3181818181818182,1.2727272727272727
1.1b,4000,-1.0,0.41233766233766234,1.6493506493506493
7b,3000,0.1,0.3829113924050633,1.5316455696202531
1.1b,4000,-1.0,0.3942307692307692,1.5769230769230769
7b,3000,0.1,0.35240963855421686,1.4096385542168675
1.1b,4000,-1.0,0.3275862068965517,1.3103448275862069
7b,3000,0.1,0.39556962025316456,1.5822784810126582
1.1b,4000,-1.0,0.2760416666666667,1.1041666666666667
7b,3000,0.1,0.24752475247524752,0.9900990099009901
1.1b,4000,-1.0,0.3275862068965517,1.3103448275862069
1.1b,4000,-1.0,0.3541666666666667,1.4166666666666667
7b,3000,0.1,0.3734567901234568,1.4938271604938271
7b,3000,0.1,0.7259615384615384,2.9038461538461537
1.1b,4000,-1.0,0.3313953488372093,1.3255813953488371
1.1b,4000,-1.0,0.42105263157894735,1.6842105263157894
7b,3000,0.1,0.375,1.5
1.1b,4000,-1.0,0.3974358974358974,1.5897435897435896
7b,3000,0.1,0.4166666666666667,1.6666666666666667
1.1b,4000,-1.0,0.3055555555555556,1.2222222222222223
7b,3000,0.1,0.28191489361702127,1.127659574468085
1.1b,4000,-1.0,0.384375,1.5375
7b,3000,0.1,0.4889705882352941,1.9558823529411764
1.1b,4000,-1.0,0.3411764705882353,1.3647058823529412
1.1b,4000,-1.0,0.35,1.4
7b,3000,0.1,0.3382352941176471,1.3529411764705883
1.1b,4000,-1.0,0.3146067415730337,1.2584269662921348
7b,3000,0.1,0.4266666666666667,1.7066666666666668
1.1b,4000,-1.0,0.3614457831325301,1.4457831325301205
7b,3000,0.1,0.41776315789473684,1.6710526315789473
1.1b,4000,-1.0,0.41118421052631576,1.644736842105263
7b,3000,0.1,0.3146067415730337,1.2584269662921348
1.1b,4000,-1.0,0.34705882352941175,1.388235294117647
7b,3000,0.1,0.40789473684210525,1.631578947368421
1.1b,4000,-1.0,0.3372093023255814,1.3488372093023255
1.1b,4000,-1.0,0.4349315068493151,1.7397260273972603
7b,3000,0.1,0.43243243243243246,1.7297297297297298
1.1b,4000,-1.0,0.40584415584415584,1.6233766233766234
7b,3000,0.1,0.4647887323943662,1.8591549295774648
1.1b,4000,-1.0,0.37037037037037035,1.4814814814814814
7b,3000,0.1,0.4266666666666667,1.7066666666666668
1.1b,4000,-1.0,0.34411764705882353,1.3764705882352941
7b,3000,0.1,0.5151515151515151,2.0606060606060606
1.1b,4000,-1.0,0.37037037037037035,1.4814814814814814
7b,3000,0.1,0.5436507936507936,2.1746031746031744
1.1b,4000,-1.0,0.35542168674698793,1.4216867469879517
7b,3000,0.1,0.20454545454545456,0.8181818181818182
1.1b,4000,-1.0,0.35240963855421686,1.4096385542168675
1.1b,4000,-1.0,0.3382352941176471,1.3529411764705883
7b,3000,0.1,0.32471264367816094,1.2988505747126438
1.1b,4000,-1.0,0.36890243902439024,1.475609756097561
7b,3000,0.1,0.19469026548672566,0.7787610619469026
1.1b,4000,-1.0,0.3942307692307692,1.5769230769230769
1.1b,4000,-1.0,0.3382352941176471,1.3529411764705883
7b,3000,0.1,0.3829113924050633,1.5316455696202531
1.1b,4000,-1.0,0.35714285714285715,1.4285714285714286
7b,3000,0.1,0.40789473684210525,1.631578947368421
1.1b,4000,-1.0,0.40064102564102566,1.6025641025641026
1.1b,4000,-1.0,0.3829113924050633,1.5316455696202531
7b,3000,0.1,0.11413043478260869,0.45652173913043476
1.1b,4000,-1.0,0.503731343283582,2.014925373134328
7b,3000,0.1,0.3942307692307692,1.5769230769230769
1.1b,4000,-1.0,0.40584415584415584,1.6233766233766234
7b,3000,0.1,0.4444444444444444,1.7777777777777777
1.1b,4000,-1.0,0.24019607843137256,0.9607843137254902
7b,3000,0.1,0.32386363636363635,1.2954545454545454
1.1b,4000,-1.0,0.378125,1.5125
1.1b,4000,-1.0,0.3875,1.55
7b,3000,0.1,0.3860759493670886,1.5443037974683544
1.1b,4000,-1.0,0.3372093023255814,1.3488372093023255
7b,3000,0.1,0.2426470588235294,0.9705882352941176
1.1b,4000,-1.0,0.40789473684210525,1.631578947368421
7b,3000,0.1,0.4166666666666667,1.6666666666666667
1.1b,4000,-1.0,0.42333333333333334,1.6933333333333334
1.1b,4000,-1.0,0.3942307692307692,1.5769230769230769
7b,3000,0.1,0.31179775280898875,1.247191011235955
1.1b,4000,-1.0,0.3382352941176471,1.3529411764705883
7b,3000,0.1,0.3597560975609756,1.4390243902439024
1.1b,4000,-1.0,0.3482142857142857,1.3928571428571428
7b,3000,0.1,0.3076923076923077,1.2307692307692308
1.1b,4000,-1.0,0.3875,1.55
1.1b,4000,-1.0,0.32471264367816094,1.2988505747126438
7b,3000,0.1,0.1598360655737705,0.639344262295082
1.1b,4000,-1.0,0.42567567567567566,1.7027027027027026
7b,3000,0.1,0.3829113924050633,1.5316455696202531
1.1b,4000,-1.0,0.38125,1.525
7b,3000,0.1,0.3016304347826087,1.2065217391304348
1.1b,4000,-1.0,0.3829113924050633,1.5316455696202531
1.1b,4000,-1.0,0.2525,1.01
7b,3000,0.1,0.296195652173913,1.184782608695652
1.1b,4000,-1.0,0.5778688524590164,2.3114754098360657
7b,3000,0.1,0.4383561643835616,1.7534246575342465
1.1b,4000,-1.0,0.34523809523809523,1.380952380952381
7b,3000,0.1,0.3333333333333333,1.3333333333333333
1.1b,4000,-1.0,0.3313953488372093,1.3255813953488371
1.1b,4000,-1.0,0.6681818181818182,2.672727272727273
7b,3000,0.1,0.20454545454545456,0.8181818181818182
1.1b,4000,-1.0,0.32471264367816094,1.2988505747126438
7b,3000,0.1,0.375,1.5
1.1b,4000,-1.0,0.45422535211267606,1.8169014084507042
1.1b,4000,-1.0,0.375,1.5
7b,3000,0.1,0.25,1.0
1.1b,4000,-1.0,0.3275862068965517,1.3103448275862069
7b,3000,0.1,0.2261904761904762,0.9047619047619048
1.1b,4000,-1.0,0.3628048780487805,1.451219512195122
7b,3000,0.1,0.4383561643835616,1.7534246575342465
1.1b,4000,-1.0,0.3016304347826087,1.2065217391304348
7b,3000,0.1,0.4647887323943662,1.8591549295774648
1.1b,4000,-1.0,0.32954545454545453,1.3181818181818181
1.1b,4000,-1.0,0.32386363636363635,1.2954545454545454
7b,3000,0.1,0.18478260869565216,0.7391304347826086
1.1b,4000,-1.0,0.4349315068493151,1.7397260273972603
7b,3000,0.1,0.2789473684210526,1.1157894736842104
1.1b,4000,-1.0,0.41118421052631576,1.644736842105263
1.1b,4000,-1.0,0.3860759493670886,1.5443037974683544
7b,3000,0.1,0.2903225806451613,1.1612903225806452
1.1b,4000,-1.0,0.31179775280898875,1.247191011235955
7b,3000,0.1,0.23076923076923078,0.9230769230769231
1.1b,4000,-1.0,0.30434782608695654,1.2173913043478262
1.1b,4000,-1.0,0.3482142857142857,1.3928571428571428
7b,3000,0.1,0.1652892561983471,0.6611570247933884
1.1b,4000,-1.0,0.32471264367816094,1.2988505747126438
7b,3000,0.1,0.3829113924050633,1.5316455696202531
1.1b,4000,-1.0,0.3372093023255814,1.3488372093023255
7b,3000,0.1,0.2261904761904762,0.9047619047619048
1.1b,4000,-1.0,0.3111111111111111,1.2444444444444445
7b,3000,0.1,0.3924050632911392,1.5696202531645569
1.1b,4000,-1.0,0.32670454545454547,1.3068181818181819
7b,3000,0.1,0.39935064935064934,1.5974025974025974
1.1b,4000,-1.0,0.3181818181818182,1.2727272727272727
1.1b,4000,-1.0,0.3614457831325301,1.4457831325301205
7b,3000,0.1,0.3055555555555556,1.2222222222222223
1.1b,4000,-1.0,0.4166666666666667,1.6666666666666667
7b,3000,0.1,0.32471264367816094,1.2988505747126438
1.1b,4000,-1.0,0.3210227272727273,1.2840909090909092
7b,3000,0.1,0.4647887323943662,1.8591549295774648
1.1b,4000,-1.0,0.3181818181818182,1.2727272727272727
7b,3000,0.1,0.3875,1.55
1.1b,4000,-1.0,0.2708333333333333,1.0833333333333333
1.1b,4000,-1.0,0.32471264367816094,1.2988505747126438
7b,3000,0.1,0.1316793893129771,0.5267175572519084
1.1b,4000,-1.0,0.35843373493975905,1.4337349397590362
7b,3000,0.1,0.3628048780487805,1.451219512195122
1.1b,4000,-1.0,0.3333333333333333,1.3333333333333333
7b,3000,0.1,0.34411764705882353,1.3764705882352941
1.1b,4000,-1.0,0.2903225806451613,1.1612903225806452
7b,3000,0.1,0.391025641025641,1.564102564102564
1.1b,4000,-1.0,0.29301075268817206,1.1720430107526882
7b,3000,0.1,0.28763440860215056,1.1505376344086022
1.1b,4000,-1.0,0.29347826086956524,1.173913043478261
1.1b,4000,-1.0,0.4548611111111111,1.8194444444444444
7b,3000,0.1,0.35119047619047616,1.4047619047619047
1.1b,4000,-1.0,0.3333333333333333,1.3333333333333333
7b,3000,0.1,0.34523809523809523,1.380952380952381
1.1b,4000,-1.0,0.2868421052631579,1.1473684210526316
7b,3000,0.1,0.39935064935064934,1.5974025974025974
1.1b,4000,-1.0,0.35542168674698793,1.4216867469879517
1.1b,4000,-1.0,0.36728395061728397,1.4691358024691359
7b,3000,0.1,0.2354368932038835,0.941747572815534
1.1b,4000,-1.0,0.3333333333333333,1.3333333333333333
7b,3000,0.1,0.20454545454545456,0.8181818181818182
1.1b,4000,-1.0,0.4444444444444444,1.7777777777777777
7b,3000,0.1,0.32670454545454547,1.3068181818181819
1.1b,4000,-1.0,0.3860759493670886,1.5443037974683544
1.1b,4000,-1.0,0.3076923076923077,1.2307692307692308
7b,3000,0.1,0.3614457831325301,1.4457831325301205
1.1b,4000,-1.0,0.2956989247311828,1.1827956989247312
7b,3000,0.1,0.4642857142857143,1.8571428571428572
1.1b,4000,-1.0,0.24752475247524752,0.9900990099009901
